Ward,Latitude,Longitude,Crime_Type,Datetime,Hour,TimeSlot,DayOfWeek
Sitabuldi,21.123771,79.09998,Other,2025-01-02 04:24:36.546264,14,Afternoon,Thursday
Jaripatka,21.172741,79.145347,Robbery_Snatching,2024-10-09 05:24:36.546280,15,Afternoon,Wednesday
Ajni,21.127839,79.034181,Other,2025-01-06 10:24:36.546296,20,Evening,Monday
Jaripatka,21.138778,79.140746,Crimes_Against_Women,2024-12-17 10:24:36.546313,20,Evening,Tuesday
Sadar,21.10144,79.125448,Crimes_Against_Women,2024-09-20 10:24:36.546330,20,Evening,Friday
Itwari,21.157912,79.075862,Theft_Burglary,2025-07-30 13:24:36.546346,23,Evening,Wednesday
Dharampeth,21.088297,79.120105,Theft_Burglary,2025-02-05 07:24:36.546362,17,Afternoon,Wednesday
Ajni,21.15727,79.114476,Crimes_Against_Women,2024-12-05 02:24:36.546378,12,Afternoon,Thursday
Itwari,21.120096,79.045651,Crimes_Against_Women,2025-02-20 21:24:36.546395,7,Morning,Thursday
Hudkeshwar,21.158584,79.10441,Theft_Burglary,2024-12-03 04:24:36.546412,14,Afternoon,Tuesday
Dharampeth,21.172904,79.041661,Theft_Burglary,2025-03-29 10:24:36.546428,20,Evening,Saturday
Ajni,21.109665,79.036201,Crimes_Against_Women,2025-05-21 07:24:36.546444,17,Afternoon,Wednesday
Dharampeth,21.101144,79.096514,Other,2025-03-25 11:24:36.546460,21,Evening,Tuesday
Dharampeth,21.172992,79.141348,Theft_Burglary,2024-12-18 10:24:36.546477,20,Evening,Wednesday
Jaripatka,21.084745,79.089118,Crimes_Against_Women,2025-05-06 20:24:36.546496,6,Morning,Tuesday
Sitabuldi,21.122624,79.052236,Theft_Burglary,2025-03-02 04:24:36.546511,14,Afternoon,Sunday
Sitabuldi,21.166861,79.073892,Assault_Violence,2025-03-08 07:24:36.546528,17,Afternoon,Saturday
Sadar,21.088696,79.059064,Theft_Burglary,2024-09-04 12:24:36.546545,22,Evening,Wednesday
Manewada,21.133337,79.10687,Theft_Burglary,2025-07-23 06:24:36.546562,16,Afternoon,Wednesday
Sitabuldi,21.118918,79.09449,Crimes_Against_Women,2024-09-16 06:24:36.546579,16,Afternoon,Monday
Mankapur,21.111284,79.145438,Crimes_Against_Women,2024-12-22 08:24:36.546596,18,Evening,Sunday
Mahal,21.167302,79.133484,Assault_Violence,2025-08-01 20:24:36.546613,6,Morning,Friday
Itwari,21.108174,79.136591,Robbery_Snatching,2025-05-01 16:24:36.546629,2,Night,Thursday
Sitabuldi,21.138277,79.134465,Other,2025-06-27 13:24:36.546645,23,Evening,Friday
Dharampeth,21.168956,79.127571,Theft_Burglary,2025-01-03 11:24:36.546662,21,Evening,Friday
Manewada,21.085591,79.104514,Assault_Violence,2024-10-03 09:24:36.546678,19,Evening,Thursday
Sitabuldi,21.109755,79.103831,Robbery_Snatching,2025-06-22 18:24:36.546695,4,Night,Sunday
Ajni,21.143212,79.029622,Assault_Violence,2025-02-06 01:24:36.546715,11,Morning,Thursday
Mankapur,21.170467,79.065292,Assault_Violence,2024-11-01 02:24:36.546732,12,Afternoon,Friday
Mankapur,21.169159,79.031531,Assault_Violence,2025-08-22 08:24:36.546748,18,Evening,Friday
Ajni,21.136161,79.090522,Other,2025-03-02 10:24:36.546766,20,Evening,Sunday
Manewada,21.194667,79.110795,Crimes_Against_Women,2025-02-11 05:24:36.546784,15,Afternoon,Tuesday
Mankapur,21.115152,79.141547,Assault_Violence,2024-09-18 01:24:36.546800,11,Morning,Wednesday
Sadar,21.081246,79.05929,Crimes_Against_Women,2025-03-08 10:24:36.546817,20,Evening,Saturday
Dharampeth,21.185412,79.06143,Assault_Violence,2025-03-15 07:24:36.546833,17,Afternoon,Saturday
Ajni,21.16856,79.07216,Assault_Violence,2025-02-07 10:24:36.546848,20,Evening,Friday
Sitabuldi,21.19031,79.103846,Assault_Violence,2025-07-23 07:24:36.546868,17,Afternoon,Wednesday
Ajni,21.154221,79.093196,Assault_Violence,2025-07-22 04:24:36.546884,14,Afternoon,Tuesday
Hudkeshwar,21.140384,79.081435,Crimes_Against_Women,2025-02-15 09:24:36.546900,19,Evening,Saturday
Sadar,21.126487,79.047597,Other,2025-04-21 08:24:36.546916,18,Evening,Monday
Ajni,21.168484,79.081856,Crimes_Against_Women,2025-04-22 11:24:36.546933,21,Evening,Tuesday
Mahal,21.164606,79.114225,Theft_Burglary,2025-06-30 07:24:36.546949,17,Afternoon,Monday
Sitabuldi,21.093289,79.11758,Other,2025-05-25 13:24:36.546965,23,Evening,Sunday
Ajni,21.161908,79.06547,Theft_Burglary,2025-07-09 20:24:36.546983,6,Morning,Wednesday
Jaripatka,21.187272,79.069036,Other,2024-08-31 05:24:36.546998,15,Afternoon,Saturday
Itwari,21.08184,79.119437,Crimes_Against_Women,2025-08-17 23:24:36.547014,9,Morning,Sunday
Manewada,21.109589,79.025767,Other,2025-03-25 23:24:36.547032,9,Morning,Tuesday
Dharampeth,21.086264,79.08337,Assault_Violence,2025-07-18 08:24:36.547048,18,Evening,Friday
Mankapur,21.135267,79.125125,Crimes_Against_Women,2025-06-27 09:24:36.547064,19,Evening,Friday
Mahal,21.135851,79.052927,Theft_Burglary,2025-06-13 08:24:36.547080,18,Evening,Friday
Sadar,21.15344,79.119247,Crimes_Against_Women,2025-03-24 02:24:36.547096,12,Afternoon,Monday
Ajni,21.161378,79.140509,Other,2024-11-29 08:24:36.547114,18,Evening,Friday
Hudkeshwar,21.107533,79.026556,Robbery_Snatching,2025-03-19 04:24:36.547129,14,Afternoon,Wednesday
Mankapur,21.157245,79.043539,Other,2025-01-31 05:24:36.547146,15,Afternoon,Friday
Sitabuldi,21.188289,79.116014,Crimes_Against_Women,2024-09-21 13:24:36.547162,23,Evening,Saturday
Mahal,21.180105,79.067186,Assault_Violence,2024-10-01 15:24:36.547179,1,Night,Tuesday
Dharampeth,21.173882,79.149957,Theft_Burglary,2025-07-10 02:24:36.547196,12,Afternoon,Thursday
Manewada,21.080122,79.026411,Crimes_Against_Women,2025-02-12 13:24:36.547213,23,Evening,Wednesday
Sadar,21.154463,79.044314,Other,2025-04-30 08:24:36.547230,18,Evening,Wednesday
Sadar,21.112376,79.044801,Assault_Violence,2025-02-27 12:24:36.547250,22,Evening,Thursday
Mahal,21.094,79.10782,Assault_Violence,2024-09-06 07:24:36.547271,17,Afternoon,Friday
Itwari,21.081368,79.026529,Assault_Violence,2025-01-09 10:24:36.547289,20,Evening,Thursday
Jaripatka,21.13497,79.027513,Crimes_Against_Women,2025-06-09 07:24:36.547306,17,Afternoon,Monday
Mankapur,21.190388,79.10497,Theft_Burglary,2025-03-26 10:24:36.547322,20,Evening,Wednesday
Hudkeshwar,21.191943,79.056764,Crimes_Against_Women,2025-02-15 09:24:36.547363,19,Evening,Saturday
Mankapur,21.130443,79.062381,Crimes_Against_Women,2024-11-03 08:24:36.547383,18,Evening,Sunday
Manewada,21.086049,79.066711,Theft_Burglary,2025-04-23 12:24:36.547399,22,Evening,Wednesday
Dharampeth,21.140277,79.035772,Theft_Burglary,2025-06-14 10:24:36.547415,20,Evening,Saturday
Sitabuldi,21.081216,79.113631,Robbery_Snatching,2024-12-05 12:24:36.547432,22,Evening,Thursday
Ajni,21.155715,79.106171,Assault_Violence,2025-06-09 02:24:36.547448,12,Afternoon,Monday
Manewada,21.188314,79.064667,Assault_Violence,2025-06-28 06:24:36.547464,16,Afternoon,Saturday
Hudkeshwar,21.184236,79.029108,Assault_Violence,2025-02-24 08:24:36.547480,18,Evening,Monday
Itwari,21.122201,79.109143,Theft_Burglary,2025-01-15 01:24:36.547501,11,Morning,Wednesday
Itwari,21.184685,79.089304,Other,2025-06-14 11:24:36.547519,21,Evening,Saturday
Ajni,21.11954,79.034947,Crimes_Against_Women,2025-07-28 05:24:36.547536,15,Afternoon,Monday
Itwari,21.127791,79.144306,Crimes_Against_Women,2024-09-22 08:24:36.547553,18,Evening,Sunday
Sadar,21.127659,79.079075,Robbery_Snatching,2025-07-09 13:24:36.547570,23,Evening,Wednesday
Dharampeth,21.188444,79.076547,Assault_Violence,2025-03-12 07:24:36.547586,17,Afternoon,Wednesday
Itwari,21.085397,79.041636,Theft_Burglary,2024-11-18 20:24:36.547604,6,Morning,Monday
Ajni,21.164581,79.144278,Crimes_Against_Women,2024-11-27 09:24:36.547622,19,Evening,Wednesday
Sadar,21.190069,79.077492,Crimes_Against_Women,2025-05-19 04:24:36.547638,14,Afternoon,Monday
Mahal,21.121798,79.049573,Crimes_Against_Women,2025-02-28 22:24:36.547654,8,Morning,Friday
Itwari,21.104725,79.038103,Robbery_Snatching,2025-06-12 02:24:36.547672,12,Afternoon,Thursday
Itwari,21.160862,79.045953,Crimes_Against_Women,2025-02-26 21:24:36.547690,7,Morning,Wednesday
Manewada,21.148352,79.133211,Crimes_Against_Women,2025-07-31 11:24:36.547831,21,Evening,Thursday
Sitabuldi,21.083078,79.108512,Theft_Burglary,2025-07-04 08:24:36.547894,18,Evening,Friday
Sitabuldi,21.083311,79.081792,Crimes_Against_Women,2025-02-21 04:24:36.547926,14,Afternoon,Friday
Sadar,21.159585,79.110028,Crimes_Against_Women,2025-08-11 13:24:36.547952,23,Evening,Monday
Mahal,21.128303,79.118414,Theft_Burglary,2024-10-23 22:24:36.547979,8,Morning,Wednesday
Mahal,21.185875,79.079723,Crimes_Against_Women,2025-07-14 02:24:36.548005,12,Afternoon,Monday
Ajni,21.152716,79.020272,Crimes_Against_Women,2025-07-21 10:24:36.548030,20,Evening,Monday
Itwari,21.18639,79.060495,Crimes_Against_Women,2025-07-15 01:24:36.548070,11,Morning,Tuesday
Sitabuldi,21.184465,79.069632,Other,2025-04-06 12:24:36.548095,22,Evening,Sunday
Sadar,21.114196,79.046115,Robbery_Snatching,2024-11-29 22:24:36.548120,8,Morning,Friday
Itwari,21.149751,79.027819,Other,2025-01-12 05:24:36.548144,15,Afternoon,Sunday
Sitabuldi,21.164676,79.102103,Other,2024-11-30 08:24:36.548167,18,Evening,Saturday
Ajni,21.102724,79.022966,Crimes_Against_Women,2025-05-23 13:24:36.548191,23,Evening,Friday
Mankapur,21.102738,79.046001,Theft_Burglary,2025-01-17 06:24:36.548216,16,Afternoon,Friday
Sitabuldi,21.109685,79.056504,Other,2024-10-28 11:24:36.548240,21,Evening,Monday
Mankapur,21.084835,79.040368,Robbery_Snatching,2024-10-14 09:24:36.548268,19,Evening,Monday
Mahal,21.118804,79.110134,Assault_Violence,2025-02-03 18:24:36.548294,4,Night,Monday
Dharampeth,21.09069,79.073636,Assault_Violence,2025-08-20 06:24:36.548319,16,Afternoon,Wednesday
Mahal,21.194215,79.059126,Other,2024-11-29 06:24:36.548343,16,Afternoon,Friday
Ajni,21.086312,79.061258,Assault_Violence,2025-07-24 13:24:36.548367,23,Evening,Thursday
Sitabuldi,21.199871,79.123866,Theft_Burglary,2024-09-07 03:24:36.548391,13,Afternoon,Saturday
Sitabuldi,21.144051,79.112362,Crimes_Against_Women,2025-07-10 11:24:36.548415,21,Evening,Thursday
Sadar,21.187688,79.149761,Assault_Violence,2025-03-03 04:24:36.548439,14,Afternoon,Monday
Sitabuldi,21.135178,79.064449,Crimes_Against_Women,2025-01-29 08:24:36.548462,18,Evening,Wednesday
Sadar,21.100401,79.028787,Other,2024-11-16 12:24:36.548486,22,Evening,Saturday
Mankapur,21.09798,79.145903,Crimes_Against_Women,2025-01-27 13:24:36.548509,23,Evening,Monday
Dharampeth,21.161884,79.09173,Theft_Burglary,2025-04-06 02:24:36.548533,12,Afternoon,Sunday
Dharampeth,21.187205,79.122863,Assault_Violence,2025-05-24 19:24:36.548556,5,Night,Saturday
Mankapur,21.193582,79.049165,Assault_Violence,2025-01-01 18:24:36.548579,4,Night,Wednesday
Sitabuldi,21.162457,79.032593,Crimes_Against_Women,2025-01-05 00:24:36.548602,10,Morning,Sunday
Jaripatka,21.172557,79.038278,Crimes_Against_Women,2025-03-02 01:24:36.548626,11,Morning,Sunday
Dharampeth,21.155476,79.145761,Robbery_Snatching,2025-07-18 08:24:36.548648,18,Evening,Friday
Sitabuldi,21.088909,79.079967,Theft_Burglary,2024-10-12 01:24:36.548671,11,Morning,Saturday
Sitabuldi,21.117029,79.078777,Other,2025-04-15 10:24:36.548695,20,Evening,Tuesday
Jaripatka,21.192078,79.053248,Other,2024-10-20 03:24:36.548718,13,Afternoon,Sunday
Mankapur,21.192744,79.055034,Assault_Violence,2025-08-01 03:24:36.548741,13,Afternoon,Friday
Itwari,21.127507,79.083285,Theft_Burglary,2024-12-07 13:24:36.548764,23,Evening,Saturday
Itwari,21.158162,79.021335,Crimes_Against_Women,2024-08-30 20:24:36.548788,6,Morning,Friday
Dharampeth,21.121149,79.051596,Crimes_Against_Women,2025-07-08 20:24:36.548812,6,Morning,Tuesday
Manewada,21.177894,79.046832,Crimes_Against_Women,2025-05-17 12:24:36.548840,22,Evening,Saturday
Dharampeth,21.089506,79.144457,Crimes_Against_Women,2025-04-04 10:24:36.548865,20,Evening,Friday
Sitabuldi,21.099027,79.057995,Theft_Burglary,2024-10-12 05:24:36.548889,15,Afternoon,Saturday
Mankapur,21.177608,79.04645,Crimes_Against_Women,2025-01-25 09:24:36.548913,19,Evening,Saturday
Dharampeth,21.194909,79.02052,Assault_Violence,2024-12-03 21:24:36.548937,7,Morning,Tuesday
Itwari,21.111498,79.103923,Crimes_Against_Women,2025-07-22 09:24:36.548960,19,Evening,Tuesday
Manewada,21.139566,79.116913,Crimes_Against_Women,2025-03-23 12:24:36.548983,22,Evening,Sunday
Sitabuldi,21.162211,79.05012,Assault_Violence,2024-12-24 09:24:36.549008,19,Evening,Tuesday
Hudkeshwar,21.129832,79.135352,Robbery_Snatching,2025-06-27 13:24:36.549031,23,Evening,Friday
Mahal,21.145484,79.099967,Assault_Violence,2025-04-11 05:24:36.549055,15,Afternoon,Friday
Itwari,21.114677,79.055271,Assault_Violence,2025-08-14 09:24:36.549172,19,Evening,Thursday
Sadar,21.130486,79.064654,Crimes_Against_Women,2025-06-06 11:24:36.549218,21,Evening,Friday
Sitabuldi,21.098728,79.097835,Assault_Violence,2025-06-02 10:24:36.549249,20,Evening,Monday
Sadar,21.183433,79.048945,Robbery_Snatching,2025-03-04 22:24:36.549422,8,Morning,Tuesday
Mankapur,21.087289,79.037232,Crimes_Against_Women,2025-08-09 08:24:36.549562,18,Evening,Saturday
Dharampeth,21.101095,79.076548,Crimes_Against_Women,2024-09-01 11:24:36.549592,21,Evening,Sunday
Hudkeshwar,21.141197,79.09791,Assault_Violence,2024-09-12 13:24:36.549611,23,Evening,Thursday
Sitabuldi,21.170389,79.104044,Theft_Burglary,2024-12-27 16:24:36.549642,2,Night,Friday
Sitabuldi,21.11417,79.089546,Assault_Violence,2024-09-14 10:24:36.549659,20,Evening,Saturday
Jaripatka,21.105793,79.104529,Assault_Violence,2024-10-16 23:24:36.549675,9,Morning,Wednesday
Manewada,21.135623,79.085811,Other,2025-05-29 18:24:36.549691,4,Night,Thursday
Itwari,21.092453,79.033345,Other,2025-02-24 10:24:36.549707,20,Evening,Monday
Itwari,21.158341,79.079617,Other,2024-12-26 05:24:36.549727,15,Afternoon,Thursday
Dharampeth,21.163465,79.124858,Theft_Burglary,2025-02-17 12:24:36.549744,22,Evening,Monday
Jaripatka,21.166044,79.088517,Assault_Violence,2024-12-15 04:24:36.549760,14,Afternoon,Sunday
Hudkeshwar,21.143548,79.043688,Crimes_Against_Women,2024-11-30 10:24:36.549775,20,Evening,Saturday
Mankapur,21.115525,79.095146,Assault_Violence,2024-12-18 11:24:36.549794,21,Evening,Wednesday
Sitabuldi,21.157833,79.020049,Crimes_Against_Women,2024-09-23 09:24:36.549810,19,Evening,Monday
Mankapur,21.084917,79.145391,Crimes_Against_Women,2025-02-20 08:24:36.549825,18,Evening,Thursday
Dharampeth,21.101893,79.141309,Assault_Violence,2025-06-18 02:24:36.549841,12,Afternoon,Wednesday
Dharampeth,21.156506,79.094725,Theft_Burglary,2024-09-28 10:24:36.549857,20,Evening,Saturday
Itwari,21.081732,79.092176,Other,2025-04-20 12:24:36.549894,22,Evening,Sunday
Jaripatka,21.109041,79.064742,Assault_Violence,2025-04-26 08:24:36.549911,18,Evening,Saturday
Dharampeth,21.139276,79.061425,Crimes_Against_Women,2025-07-22 11:24:36.549928,21,Evening,Tuesday
Dharampeth,21.132698,79.129521,Robbery_Snatching,2025-08-18 05:24:36.549948,15,Afternoon,Monday
Dharampeth,21.128425,79.06917,Theft_Burglary,2025-01-23 06:24:36.549964,16,Afternoon,Thursday
Itwari,21.103154,79.025809,Crimes_Against_Women,2024-12-13 01:24:36.549980,11,Morning,Friday
Mahal,21.145749,79.036956,Crimes_Against_Women,2025-05-19 16:24:36.549996,2,Night,Monday
Mahal,21.126027,79.02547,Other,2025-02-02 02:24:36.550012,12,Afternoon,Sunday
Itwari,21.1385,79.082946,Crimes_Against_Women,2024-11-14 04:24:36.550029,14,Afternoon,Thursday
Itwari,21.197574,79.029307,Robbery_Snatching,2024-12-04 00:24:36.550049,10,Morning,Wednesday
Sadar,21.088328,79.031935,Crimes_Against_Women,2024-09-27 12:24:36.550067,22,Evening,Friday
Ajni,21.179869,79.022295,Other,2025-06-12 13:24:36.550084,23,Evening,Thursday
Manewada,21.122107,79.072946,Assault_Violence,2025-04-01 13:24:36.550100,23,Evening,Tuesday
Ajni,21.144193,79.127795,Theft_Burglary,2025-03-22 12:24:36.550116,22,Evening,Saturday
Jaripatka,21.107064,79.147914,Assault_Violence,2024-11-02 04:24:36.550133,14,Afternoon,Saturday
Dharampeth,21.169243,79.118055,Theft_Burglary,2025-03-17 10:24:36.550148,20,Evening,Monday
Mahal,21.160906,79.022365,Assault_Violence,2025-02-04 12:24:36.550164,22,Evening,Tuesday
Sitabuldi,21.151664,79.121068,Theft_Burglary,2024-09-29 12:24:36.550180,22,Evening,Sunday
Hudkeshwar,21.106934,79.118387,Theft_Burglary,2025-02-05 07:24:36.550196,17,Afternoon,Wednesday
Sadar,21.169204,79.085047,Other,2025-01-03 10:24:36.550211,20,Evening,Friday
Sitabuldi,21.1521,79.113546,Robbery_Snatching,2025-01-12 01:24:36.550227,11,Morning,Sunday
Sitabuldi,21.154302,79.138002,Theft_Burglary,2025-07-17 13:24:36.550242,23,Evening,Thursday
Manewada,21.133286,79.095998,Crimes_Against_Women,2025-01-14 21:24:36.550257,7,Morning,Tuesday
Jaripatka,21.105415,79.075038,Crimes_Against_Women,2025-02-22 13:24:36.550273,23,Evening,Saturday
Dharampeth,21.176145,79.097065,Crimes_Against_Women,2024-11-11 05:24:36.550288,15,Afternoon,Monday
Hudkeshwar,21.146829,79.090779,Theft_Burglary,2024-11-12 10:24:36.550303,20,Evening,Tuesday
Sitabuldi,21.123027,79.051015,Assault_Violence,2025-03-31 11:24:36.550319,21,Evening,Monday
Itwari,21.103794,79.049578,Crimes_Against_Women,2025-05-13 12:24:36.550334,22,Evening,Tuesday
Mahal,21.105888,79.029099,Assault_Violence,2025-03-20 10:24:36.550350,20,Evening,Thursday
Mankapur,21.175145,79.045231,Assault_Violence,2025-05-08 15:24:36.550365,1,Night,Thursday
Sitabuldi,21.18292,79.06837,Assault_Violence,2024-10-23 07:24:36.550381,17,Afternoon,Wednesday
Dharampeth,21.087725,79.111387,Crimes_Against_Women,2024-08-25 13:24:36.550396,23,Evening,Sunday
Sadar,21.093114,79.073692,Other,2025-02-19 06:24:36.550415,16,Afternoon,Wednesday
Sitabuldi,21.180334,79.026108,Crimes_Against_Women,2024-11-28 03:24:36.550432,13,Afternoon,Thursday
Jaripatka,21.196152,79.084203,Assault_Violence,2024-12-30 23:24:36.550448,9,Morning,Monday
Sitabuldi,21.19201,79.085603,Crimes_Against_Women,2025-05-05 18:24:36.550464,4,Night,Monday
Itwari,21.130414,79.047674,Assault_Violence,2025-04-10 09:24:36.550479,19,Evening,Thursday
Sitabuldi,21.106974,79.114665,Theft_Burglary,2025-02-14 13:24:36.550495,23,Evening,Friday
Sitabuldi,21.150244,79.058734,Crimes_Against_Women,2024-10-30 07:24:36.550511,17,Afternoon,Wednesday
Mankapur,21.109729,79.088017,Assault_Violence,2025-02-04 21:24:36.550527,7,Morning,Tuesday
Itwari,21.102653,79.119383,Theft_Burglary,2024-10-10 09:24:36.550543,19,Evening,Thursday
Ajni,21.142475,79.032635,Theft_Burglary,2024-12-17 08:24:36.550558,18,Evening,Tuesday
Sadar,21.17106,79.028621,Other,2024-09-11 10:24:36.550574,20,Evening,Wednesday
Jaripatka,21.103209,79.028284,Assault_Violence,2025-08-05 22:24:36.550590,8,Morning,Tuesday
Ajni,21.097827,79.055815,Assault_Violence,2024-12-19 16:24:36.550606,2,Night,Thursday
Dharampeth,21.150558,79.129178,Other,2025-03-25 20:24:36.550623,6,Morning,Tuesday
Itwari,21.17336,79.060123,Assault_Violence,2025-07-06 12:24:36.550639,22,Evening,Sunday
Sitabuldi,21.162259,79.103974,Assault_Violence,2024-09-18 12:24:36.550655,22,Evening,Wednesday
Dharampeth,21.106463,79.106564,Crimes_Against_Women,2024-10-28 13:24:36.550672,23,Evening,Monday
Itwari,21.180812,79.088475,Theft_Burglary,2025-01-30 12:24:36.550687,22,Evening,Thursday
Itwari,21.105472,79.04707,Other,2025-03-09 11:24:36.550703,21,Evening,Sunday
Hudkeshwar,21.146625,79.021844,Crimes_Against_Women,2024-08-25 12:24:36.550719,22,Evening,Sunday
Mahal,21.088934,79.095432,Assault_Violence,2025-01-05 02:24:36.550735,12,Afternoon,Sunday
Itwari,21.160119,79.022223,Theft_Burglary,2025-07-29 12:24:36.550751,22,Evening,Tuesday
Dharampeth,21.199363,79.037223,Theft_Burglary,2025-05-01 10:24:36.550766,20,Evening,Thursday
Jaripatka,21.174708,79.032975,Theft_Burglary,2025-08-01 02:24:36.550782,12,Afternoon,Friday
Sitabuldi,21.185959,79.147779,Assault_Violence,2025-02-13 13:24:36.550797,23,Evening,Thursday
Jaripatka,21.129936,79.064996,Crimes_Against_Women,2025-01-04 06:24:36.550814,16,Afternoon,Saturday
Dharampeth,21.116511,79.041932,Crimes_Against_Women,2025-07-21 09:24:36.550830,19,Evening,Monday
Jaripatka,21.157369,79.041483,Other,2025-07-30 12:24:36.550846,22,Evening,Wednesday
Sitabuldi,21.113337,79.143287,Theft_Burglary,2025-06-20 22:24:36.550861,8,Morning,Friday
Itwari,21.158103,79.034182,Assault_Violence,2025-05-15 23:24:36.550877,9,Morning,Thursday
Sadar,21.165366,79.082165,Other,2024-11-21 06:24:36.550892,16,Afternoon,Thursday
Mahal,21.083465,79.037158,Other,2024-12-31 02:24:36.550907,12,Afternoon,Tuesday
Sadar,21.086734,79.03124,Assault_Violence,2025-07-16 07:24:36.550926,17,Afternoon,Wednesday
Dharampeth,21.136995,79.090013,Assault_Violence,2025-01-08 06:24:36.550942,16,Afternoon,Wednesday
Jaripatka,21.100006,79.089401,Robbery_Snatching,2025-01-04 12:24:36.550959,22,Evening,Saturday
Sadar,21.111314,79.053202,Crimes_Against_Women,2025-06-28 12:24:36.550976,22,Evening,Saturday
Hudkeshwar,21.114648,79.104287,Other,2025-01-02 23:24:36.550992,9,Morning,Thursday
Sadar,21.159546,79.092608,Theft_Burglary,2025-05-05 08:24:36.551007,18,Evening,Monday
Sadar,21.15138,79.031003,Crimes_Against_Women,2024-10-09 09:24:36.551023,19,Evening,Wednesday
Sitabuldi,21.08435,79.142971,Other,2024-12-29 08:24:36.551039,18,Evening,Sunday
Dharampeth,21.115879,79.147361,Other,2024-10-13 11:24:36.551058,21,Evening,Sunday
Mankapur,21.155212,79.086123,Robbery_Snatching,2025-02-23 12:24:36.551075,22,Evening,Sunday
Sadar,21.131061,79.085044,Theft_Burglary,2025-05-09 06:24:36.551094,16,Afternoon,Friday
Mahal,21.185583,79.129209,Other,2025-02-17 11:24:36.551110,21,Evening,Monday
Mankapur,21.163979,79.077947,Theft_Burglary,2025-04-12 23:24:36.551126,9,Morning,Saturday
Sitabuldi,21.1826,79.122779,Robbery_Snatching,2024-11-07 12:24:36.551142,22,Evening,Thursday
Mahal,21.155143,79.075886,Robbery_Snatching,2025-05-20 02:24:36.551158,12,Afternoon,Tuesday
Itwari,21.161705,79.025387,Crimes_Against_Women,2025-08-01 07:24:36.551174,17,Afternoon,Friday
Sadar,21.130641,79.054265,Theft_Burglary,2025-01-25 13:24:36.551189,23,Evening,Saturday
Sitabuldi,21.193429,79.100458,Robbery_Snatching,2024-11-11 09:24:36.551206,19,Evening,Monday
Mankapur,21.179395,79.034678,Theft_Burglary,2025-05-01 09:24:36.551244,19,Evening,Thursday
Jaripatka,21.122412,79.140747,Robbery_Snatching,2025-06-16 01:24:36.551261,11,Morning,Monday
Hudkeshwar,21.188845,79.074636,Assault_Violence,2025-04-13 07:24:36.551277,17,Afternoon,Sunday
Hudkeshwar,21.16715,79.026268,Assault_Violence,2024-09-28 18:24:36.551293,4,Night,Saturday
Sitabuldi,21.0966,79.103275,Assault_Violence,2024-09-09 10:24:36.551308,20,Evening,Monday
Dharampeth,21.085075,79.070909,Crimes_Against_Women,2025-07-05 09:24:36.551323,19,Evening,Saturday
Mahal,21.109873,79.091978,Theft_Burglary,2025-03-24 14:24:36.551339,0,Night,Monday
Mahal,21.131301,79.05856,Other,2025-05-29 07:24:36.551360,17,Afternoon,Thursday
Sadar,21.119908,79.135342,Assault_Violence,2024-11-28 05:24:36.551379,15,Afternoon,Thursday
Dharampeth,21.101385,79.098549,Theft_Burglary,2025-04-26 07:24:36.551396,17,Afternoon,Saturday
Sadar,21.151239,79.117755,Theft_Burglary,2024-12-04 08:24:36.551412,18,Evening,Wednesday
Mahal,21.154221,79.146915,Robbery_Snatching,2025-03-29 13:24:36.551429,23,Evening,Saturday
Dharampeth,21.14281,79.041437,Robbery_Snatching,2025-06-29 01:24:36.551577,11,Morning,Sunday
Mahal,21.148285,79.111716,Other,2025-01-24 23:24:36.551599,9,Morning,Friday
Hudkeshwar,21.107653,79.026811,Robbery_Snatching,2025-05-27 12:24:36.551622,22,Evening,Tuesday
Mankapur,21.15638,79.11762,Theft_Burglary,2024-11-24 21:24:36.551643,7,Morning,Sunday
Sitabuldi,21.188914,79.064949,Other,2025-02-06 13:24:36.551662,23,Evening,Thursday
Mahal,21.110435,79.056362,Crimes_Against_Women,2025-01-03 15:24:36.551680,1,Night,Friday
Mankapur,21.179415,79.041812,Other,2025-02-23 09:24:36.551706,19,Evening,Sunday
Jaripatka,21.089835,79.067031,Crimes_Against_Women,2024-08-31 13:24:36.551725,23,Evening,Saturday
Sadar,21.150852,79.111676,Assault_Violence,2025-02-11 07:24:36.551744,17,Afternoon,Tuesday
Sitabuldi,21.185632,79.067864,Theft_Burglary,2025-02-23 12:24:36.551762,22,Evening,Sunday
Ajni,21.132495,79.135114,Other,2025-05-18 19:24:36.551781,5,Night,Sunday
Manewada,21.082176,79.053177,Assault_Violence,2025-02-23 11:24:36.551804,21,Evening,Sunday
Mankapur,21.185173,79.050482,Assault_Violence,2025-01-16 13:24:36.551825,23,Evening,Thursday
Sadar,21.106921,79.076735,Robbery_Snatching,2025-06-25 07:24:36.551846,17,Afternoon,Wednesday
Mankapur,21.097908,79.089557,Crimes_Against_Women,2025-04-20 19:24:36.551867,5,Night,Sunday
Itwari,21.138678,79.06696,Theft_Burglary,2024-09-06 22:24:36.551889,8,Morning,Friday
Dharampeth,21.092241,79.130565,Theft_Burglary,2024-10-07 13:24:36.551909,23,Evening,Monday
Manewada,21.165792,79.074788,Other,2025-06-12 06:24:36.551933,16,Afternoon,Thursday
Jaripatka,21.123586,79.134406,Robbery_Snatching,2025-05-15 02:24:36.551958,12,Afternoon,Thursday
